question,choices,answer_key,cot_response,predicted
He was looking for the holiday decorations and found an old box of clothes up where?,"['attic', 'trash', 'loft', 'closet', 'box']",A,"A: The answer must be a place where old items are put. Of the above choices, attic, loft, and closet are all used to put old items. So the answer is (a).",A
Where might a yard be tiny?,"['farmland', 'neighborhood', 'city', 'property', 'subdivision']",C,"A: The answer must be a place where a yard might be tiny. Of the above choices, city is the most place where a yard might be tiny. So the answer is (c).",C
What is love when everyone keeps feeling it?,"['contagious', 'wrong', 'last forever', 'painful', 'blind']",A,"A: The answer should be a feeling that can be contagious. Of the above choices, contagious is the only answer that makes sense. So the answer is (a).",A
A balloon or two is a staple at a what?,"['birthday party', ""child's hand"", 'grocery store', 'sky', 'up in the']",A,"A: The answer must be a place where people use balloon. Of the above choices, birthday party is the most place where people use balloon. So the answer is (a).",A
HOw do you carry potatos home?,"['grocery store', 'grocery bag', 'restaurants', ""farmer's market"", 'bushel basket']",B,"A: The answer must be a place to carry items home. Of the above choices, grocery bag is the most used for carry items home. So the answer is (b).",B
Billy bounced the ball off the wall.  There was a target on the wall for him to bounce against.  Where might he be?,"['pool table', 'toy box', 'playroom', 'park', 'closet']",C,"A: The answer must be a place where someone might bounce a ball against a wall with a target. Of the above choices, a playroom is the most natural place for that. So the answer is (c).",C
How can an artist commemorate a horse forever.,"['hoof', 'kentucky derby', 'race track', 'painting', 'triple crown']",D,"A: The answer must be something that can be used to commemorate a horse. Of the above choices, only painting can be used to commemorate a horse. So the answer is (d).",D
What is a living thing with a lip?,"['mouth', 'can', 'human', 'snake', 'kentucky fried chicken']",C,"A: The answer must be a living thing with a lip. Of the above choices, only human and snake have a lip. So the answer is (c).",C
"The delivery man was delivering a whole crate of shampoo, they went through a lot of it at the what?","['supermarket', 'motel', 'at hotel', 'shampoo bottle', 'hair salon']",E,"A: The answer must be a place that might use a lot of shampoo. Of the above choices, hair salon makes the most sense. So the answer is (e).",E
"The man needed balls of cotton, where should he look?","['south', 'georgia', 'north carolina', 'pocket', 'medicine cabinet']",E,"(a) cotton
(b) grocery
(c) market
(d) cotton
(e) all of the above
A: The answer must be a place where cotton balls are. Of the above choices, the most sense is (a) cotton, (b) grocery, and (c) market. So the answer is (e).",E
Where could you find some large pieces of paper that are not for sale?,"['cabinet', 'computer printer', 'suitcase', 'office supply store', ""artist's studio""]",E,"A: The answer must be a place where large pieces of paper are used, and not for sale. Of the above choices, artist's studio is the most place where large pieces of paper are used. So the answer is (e).",E
What is important in a car when you are driving fast and come to a light?,"['stripes', 'seat belts', 'breaks to help stop', 'tires', 'radios']",C,"A: The answer must be something that is important for a car to stop. Of the above choices, breaks are the most important for a car to stop. So the answer is (c).",C
Bob needs a level to hang a shelf but cant find one in his home. Where would he go to get one?,"['glass of water', 'build evenly', 'garage', ""carpenter's shop"", 'video game']",D,"A: The answer must be a place where Bob can find a level. Of the above choices, a carpenter's shop is the most place to find a level. So the answer is (d).",D
Why would professionals playing sports not be able to compete?,"['pain', 'mudslide', 'sweating', 'injuries', 'rain']",D,"A: The answer must be something that would be a roadblock to playing sports. Of the above choices, injuries are the most natural roadblock to playing sports. So the answer is (d).",D
A musician is most likely to perform a concerto for clarinet with what type of group?,"['music store', 'orchestra', 'jazz band', 'rock band', 'music studio']",B,"A: The answer must be a group of people that can perform a concerto. Of the above choices, only orchestras perform concerto. So the answer is (b).",B
When a newborn's eyes open for the first time it will be the first time the ever?,"['tear up', 'see light', 'fill with tears', 'be happy', 'glass over']",B,"A: The answer must be something a newborn will do for the first time. Of the above choices, the only first time is see light. So the answer is (b).",B
Where in a town would you put your shed?,"['next to the house', 'keeping things in', 'backyard', 'farm yard', 'ranch']",C,"A: The answer must be a place in a town where you would put a shed. Of the above choices, backyard is the most place for a shed in a town. So the answer is (c).",C
"James's bouncing rubber balls were at rest, and so he could sleep.  He would get up in the morning, and then put them in what state again?","['upside down', 'in motion', 'active', 'wakefulness', 'resthold']",B,"A: The answer must be the state of the balls before James put them to rest. Of the above choices, in motion is the state of the balls before James put them to rest. So the answer is (b).",B
What would you normally expect a cat to say?,"['see king', 'hello', 'meow', 'drink water', 'live many years']",C,"A: The answer must be a cat's natural, most used, and most natural. Of the above choices, meow is the most natural. So the answer is (c).",C
